date,product_id,product_name,category,forecast_horizon,forecast_sales,confidence_score,currentPrice,stock,competitorPrice
2027-02,29,Sunglasses,Fashion,Long-term,106,90.57,1799,77,1899
2027-03,29,Sunglasses,Fashion,Long-term,114,92.31,1799,77,1899
2027-04,29,Sunglasses,Fashion,Long-term,118,92.17,1799,77,1899
2027-05,29,Sunglasses,Fashion,Long-term,122,91.92,1799,77,1899
2027-06,29,Sunglasses,Fashion,Long-term,122,92.36,1799,77,1899
2026-07,30,Travel Suitcase,Accessories,Short-term,55,81.15,4999,48,5199
2026-08,30,Travel Suitcase,Accessories,Short-term,59,90.74,4999,48,5199
2026-09,30,Travel Suitcase,Accessories,Short-term,59,91.14,4999,48,5199
2026-10,30,Travel Suitcase,Accessories,Medium-term,63,91.11,4999,48,5199
2026-11,30,Travel Suitcase,Accessories,Medium-term,65,92.96,4999,48,5199
2026-12,30,Travel Suitcase,Accessories,Medium-term,68,92.8,4999,48,5199
2027-01,30,Travel Suitcase,Accessories,Long-term,61,92.59,4999,48,5199
2027-02,30,Travel Suitcase,Accessories,Long-term,61,92.76,4999,48,5199
2027-03,30,Travel Suitcase,Accessories,Long-term,63,93.08,4999,48,5199
2027-04,30,Travel Suitcase,Accessories,Long-term,63,93.26,4999,48,5199
2027-05,30,Travel Suitcase,Accessories,Long-term,63,93.0,4999,48,5199
2027-06,30,Travel Suitcase,Accessories,Long-term,64,92.83,4999,48,5199
